[2025-10-03T19:42:33.086Z] JSON parse error: Expected ':' after property name in JSON at position 2297 (line 18 column 186)
[2025-10-03T20:06:21.347Z] JSON parse error: Unterminated string in JSON at position 2210 (line 15 column 1809)
[2025-10-03T20:07:23.084Z] JSON parse error: Bad control character in string literal in JSON at position 407 (line 15 column 10)
[2025-10-03T20:08:36.072Z] JSON parse error: Expected ':' after property name in JSON at position 2306 (line 16 column 1880)
[2025-10-03T20:09:33.718Z] JSON parse error: Unterminated string in JSON at position 2207 (line 15 column 1810)
[2025-10-03T21:29:42.537Z] GPT-4 API error: Connection error.
[2025-10-04T00:52:59.254Z] JSON parse error: Expected double-quoted property name in JSON at position 2245 (line 16 column 868)
[2025-10-04T00:54:13.362Z] JSON parse error: Expected double-quoted property name in JSON at position 2832 (line 42 column 1733)
[2025-10-04T00:54:59.912Z] JSON parse error: Expected double-quoted property name in JSON at position 2846 (line 42 column 1729)
[2025-10-04T01:30:09.328Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:44:41.389Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:44:45.633Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:44:49.753Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:44:53.979Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:44:58.149Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:02.246Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:06.784Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:11.065Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:15.652Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:19.844Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:24.190Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:28.506Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:32.747Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:37.974Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:42.015Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:46.379Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:50.454Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:54.649Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:45:58.872Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:04.151Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:08.348Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:12.546Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:16.894Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:21.229Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:25.448Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:29.829Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:33.989Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:38.468Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:42.508Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:46.870Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:51.097Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:55.069Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:46:59.321Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:03.411Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:08.401Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:13.766Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:18.066Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:22.425Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:26.756Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:30.931Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:35.404Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:39.580Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T01:47:44.022Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
